GEOID10,POP_2010,POP_WHITE,POP_BLACK,POP_NATV,POP_ASN,POP_ISLND,POP_OTHER,POP_MULTI,NOT_HISP,NH_WHITE,NH_BLACK,NH_NATV,NH_ASN,NH_ISLND,NH_OTHER,NH_MULTI,HISP,H_WHITE,H_BLACK,H_NATV,H_ASN,H_ISLND,H_OTHER,H_MULTI
250039251002,2059,1875,71,3,41,0,18,51,1976,1821,63,3,41,0,6,42,83,54,8,0,0,0,12,9
250039251003,793,705,35,3,10,0,29,11,725,662,35,3,10,0,7,8,68,43,0,0,0,0,22,3
250039251004,659,582,15,5,7,0,23,27,586,537,15,5,7,0,3,19,73,45,0,0,0,0,20,8
250039251005,710,650,10,4,18,0,13,15,677,632,10,0,18,0,3,14,33,18,0,4,0,0,10,1
250039251006,1198,1058,39,9,31,0,28,33,1104,1008,35,1,31,0,4,25,94,50,4,8,0,0,24,8
250039251007,1127,1051,17,1,14,1,13,30,1087,1028,17,0,14,1,1,26,40,23,0,1,0,0,12,4
250039261001,1099,1062,6,3,1,0,17,10,1069,1049,6,3,1,0,1,9,30,13,0,0,0,0,16,1
250039261002,537,507,7,3,2,0,7,11,523,505,7,2,2,0,0,7,14,2,0,1,0,0,7,4
250039261003,729,702,9,1,4,0,6,7,703,687,8,0,4,0,1,3,26,15,1,1,0,0,5,4
250039261004,892,850,14,0,4,0,11,13,857,829,13,0,4,0,0,11,35,21,1,0,0,0,11,2
250039311001,695,687,0,0,0,0,0,8,692,686,0,0,0,0,0,6,3,1,0,0,0,0,0,2
250039311002,1007,995,3,0,2,0,0,7,994,982,3,0,2,0,0,7,13,13,0,0,0,0,0,0
250039313001,752,730,6,2,6,0,0,8,747,726,5,2,6,0,0,8,5,4,1,0,0,0,0,0
250039313002,692,649,13,4,2,0,0,24,683,644,13,4,1,0,0,21,9,5,0,0,1,0,0,3
250039314001,899,864,6,2,5,0,1,21,895,861,6,1,5,0,1,21,4,3,0,1,0,0,0,0
250039314002,847,829,8,3,3,0,0,4,847,829,8,3,3,0,0,4,0,0,0,0,0,0,0,0
250039322001,538,533,1,0,0,0,3,1,528,526,1,0,0,0,0,1,10,7,0,0,0,0,3,0
250039322002,1071,1034,5,1,6,0,10,15,1047,1017,5,0,6,0,4,15,24,17,0,1,0,0,6,0
250039322003,708,685,6,4,2,0,6,5,699,682,6,4,2,0,0,5,9,3,0,0,0,0,6,0
250039323001,637,617,7,0,1,0,2,10,629,611,7,0,1,0,0,10,8,6,0,0,0,0,2,0
250039323002,1395,1370,1,4,6,0,2,12,1385,1365,1,1,6,0,0,12,10,5,0,3,0,0,2,0
250039332001,327,320,3,1,3,0,0,0,324,318,3,0,3,0,0,0,3,2,0,1,0,0,0,0
250039332002,961,940,14,0,1,0,4,2,955,938,14,0,1,0,0,2,6,2,0,0,0,0,4,0
250039333001,931,896,17,1,8,0,1,8,916,886,13,1,8,0,0,8,15,10,4,0,0,0,1,0
250039333002,578,561,5,0,4,0,4,4,566,553,5,0,4,0,0,4,12,8,0,0,0,0,4,0
250039334001,754,732,0,3,4,0,4,11,743,725,0,3,4,0,1,10,11,7,0,0,0,0,3,1
250039334002,858,841,2,1,5,0,0,9,851,834,2,1,5,0,0,9,7,7,0,0,0,0,0,0
250039334003,915,882,8,1,7,2,3,12,905,875,8,0,7,2,2,11,10,7,0,1,0,0,1,1
250039342001,548,524,7,0,10,0,4,3,542,523,6,0,10,0,0,3,6,1,1,0,0,0,4,0
250039342002,758,730,8,0,8,0,1,11,752,727,8,0,8,0,1,8,6,3,0,0,0,0,0,3
250039343001,494,483,3,0,3,0,0,5,492,481,3,0,3,0,0,5,2,2,0,0,0,0,0,0
250039343002,1392,1350,8,1,7,1,7,18,1362,1334,8,1,7,1,0,11,30,16,0,0,0,0,7,7
250039351001,228,214,2,0,3,0,1,8,227,214,2,0,3,0,0,8,1,0,0,0,0,0,1,0
250039351002,717,689,6,1,6,0,3,12,704,686,5,0,6,0,0,7,13,3,1,1,0,0,3,5
250039351003,889,864,4,3,7,0,1,10,872,850,3,3,6,0,1,9,17,14,1,0,1,0,0,1
250039351004,586,576,1,2,2,0,3,2,581,574,1,1,2,0,1,2,5,2,0,1,0,0,2,0
250039352001,1529,1364,110,4,17,0,14,20,1511,1357,110,4,17,0,4,19,18,7,0,0,0,0,10,1
250039352002,1031,995,15,0,5,0,1,15,1015,983,12,0,5,0,0,15,16,12,3,0,0,0,1,0
250039352003,961,852,58,0,7,0,13,31,918,831,55,0,7,0,0,25,43,21,3,0,0,0,13,6
250039352004,683,656,13,1,3,0,1,9,672,648,12,1,3,0,0,8,11,8,1,0,0,0,1,1
250039352005,917,879,13,1,20,1,0,3,912,874,13,1,20,1,0,3,5,5,0,0,0,0,0,0
250039353001,1039,971,21,0,14,0,2,31,1019,957,21,0,14,0,1,26,20,14,0,0,0,0,1,5
250039353002,1323,1229,28,10,7,0,15,34,1269,1207,20,10,7,0,0,25,54,22,8,0,0,0,15,9
250039353003,988,951,11,1,3,0,9,13,962,933,11,1,3,0,1,13,26,18,0,0,0,0,8,0
250039353004,441,418,12,3,1,0,2,5,431,411,12,1,1,0,1,5,10,7,0,2,0,0,1,0
250056001001,2224,2116,45,1,30,0,6,26,2170,2071,45,1,30,0,3,20,54,45,0,0,0,0,3,6
250056001002,1696,1558,49,3,33,2,30,21,1656,1528,49,3,33,2,23,18,40,30,0,0,0,0,7,3
250056002021,2823,2506,92,1,102,0,61,61,2745,2458,92,1,102,0,41,51,78,48,0,0,0,0,20,10
250056002022,816,745,17,0,30,0,9,15,797,735,17,0,30,0,0,15,19,10,0,0,0,0,9,0
250056002023,842,749,51,0,11,1,7,23,818,736,51,0,11,1,2,17,24,13,0,0,0,0,5,6
250056002031,1805,1656,62,4,40,0,7,36,1782,1646,58,4,39,0,3,32,23,10,4,0,1,0,4,4
250056002032,927,873,25,4,16,0,6,3,902,854,25,4,16,0,0,3,25,19,0,0,0,0,6,0
250056002033,2879,2693,60,1,83,0,15,27,2824,2651,55,0,83,0,8,27,55,42,5,1,0,0,7,0
250056002041,1790,1553,80,3,75,0,33,46,1740,1528,80,3,75,0,12,42,50,25,0,0,0,0,21,4
250056002042,2105,1831,130,1,67,1,18,57,2047,1804,125,0,67,1,4,46,58,27,5,1,0,0,14,11
250056101001,1833,1655,54,2,88,0,11,23,1807,1641,53,2,88,0,1,22,26,14,1,0,0,0,10,1
250056101002,2091,1918,48,4,74,0,17,30,2038,1885,43,4,74,0,7,25,53,33,5,0,0,0,10,5
250056101003,1179,1118,30,0,11,0,6,14,1156,1102,28,0,11,0,2,13,23,16,2,0,0,0,4,1
250056102021,2051,1954,18,0,39,4,9,27,2019,1930,18,0,39,0,5,27,32,24,0,0,0,4,4,0
250056102022,1185,1061,36,0,47,0,15,26,1145,1040,34,0,47,0,4,20,40,21,2,0,0,0,11,6
250056102023,1364,1268,41,2,39,0,4,10,1353,1259,39,2,39,0,4,10,11,9,2,0,0,0,0,0
250056102024,986,904,23,5,33,0,6,15,971,890,23,5,33,0,5,15,15,14,0,0,0,0,1,0
250056102031,1427,1329,22,0,41,0,3,32,1404,1313,22,0,41,0,0,28,23,16,0,0,0,0,3,4
250056102032,1560,1486,24,4,25,0,3,18,1547,1473,24,4,25,0,3,18,13,13,0,0,0,0,0,0
250056102033,2767,2594,44,7,75,0,21,26,2704,2548,42,7,73,0,14,20,63,46,2,0,2,0,7,6
250056102034,1129,1086,14,0,13,0,4,12,1100,1067,13,0,13,0,0,7,29,19,1,0,0,0,4,5
250056102041,2059,1867,65,0,96,4,3,24,2031,1846,61,0,96,4,0,24,28,21,4,0,0,0,3,0
250056102042,1850,1687,59,1,61,0,16,26,1787,1647,52,1,61,0,7,19,63,40,7,0,0,0,9,7
250056102043,1703,1300,156,34,151,0,23,39,1635,1258,149,34,151,0,8,35,68,42,7,0,0,0,15,4
250056111011,2780,2621,53,2,40,0,27,37,2722,2585,51,2,36,0,14,34,58,36,2,0,4,0,13,3
250056111012,1805,1716,24,6,25,0,3,31,1781,1697,23,6,24,0,2,29,24,19,1,0,1,0,1,2
250056111021,2770,2456,100,3,95,3,46,67,2662,2413,85,1,94,3,11,55,108,43,15,2,1,0,35,12
250056111022,2277,2165,47,7,38,0,6,14,2254,2150,44,7,38,0,1,14,23,15,3,0,0,0,5,0
250056112011,826,789,11,0,10,0,3,13,813,782,9,0,10,0,1,11,13,7,2,0,0,0,2,2
250010101001,763,727,11,5,4,1,3,12,726,702,10,3,4,0,0,7,37,25,1,2,0,1,3,5
250010101002,494,459,13,3,7,0,8,4,479,449,13,3,7,0,3,4,15,10,0,0,0,0,5,0
250010101003,569,522,22,3,1,0,9,12,536,496,21,2,1,0,4,12,33,26,1,1,0,0,5,0
250010101004,516,449,42,7,2,0,11,5,496,444,41,3,2,0,1,5,20,5,1,4,0,0,10,0
250010101005,600,534,30,0,4,0,15,17,563,512,29,0,4,0,1,17,37,22,1,0,0,0,14,0
250010102061,660,648,6,1,2,0,2,1,655,644,6,1,2,0,1,1,5,4,0,0,0,0,1,0
250010102062,911,876,8,2,4,0,10,11,900,871,8,2,4,0,4,11,11,5,0,0,0,0,6,0
250010102063,1179,1142,8,4,7,0,3,15,1154,1120,8,4,7,0,2,13,25,22,0,0,0,0,1,2
250010102081,787,753,12,2,8,0,3,9,774,743,12,2,8,0,0,9,13,10,0,0,0,0,3,0
250010102082,603,569,22,1,0,0,1,10,598,567,21,0,0,0,0,10,5,2,1,1,0,0,1,0
250010102083,613,589,5,1,2,0,5,11,590,573,5,1,2,0,4,5,23,16,0,0,0,0,1,6
250010103041,1066,1040,5,0,11,0,1,9,1053,1027,5,0,11,0,1,9,13,13,0,0,0,0,0,0
250010103042,742,721,5,6,4,0,1,5,722,702,5,6,3,0,1,5,20,19,0,0,1,0,0,0
250010103043,613,590,7,0,2,0,4,10,606,587,7,0,2,0,3,7,7,3,0,0,0,0,1,3
250010103061,920,898,1,3,2,3,2,11,903,888,1,3,2,0,1,8,17,10,0,0,0,3,1,3
250010103062,918,879,13,1,5,0,4,16,909,873,13,1,5,0,1,16,9,6,0,0,0,0,3,0
250010103063,697,682,3,2,5,0,0,5,688,673,3,2,5,0,0,5,9,9,0,0,0,0,0,0
250010104001,766,741,6,1,4,0,2,12,757,734,6,1,4,0,0,12,9,7,0,0,0,0,2,0
250010104002,758,719,11,2,2,0,9,15,738,706,10,1,2,0,6,13,20,13,1,1,0,0,3,2
250010104003,638,588,19,2,14,0,7,8,627,584,18,2,13,0,5,5,11,4,1,0,1,0,2,3
250010104004,837,814,3,0,7,0,4,9,816,797,3,0,7,0,1,8,21,17,0,0,0,0,3,1
250010105001,1233,1194,4,0,12,1,6,16,1221,1185,3,0,12,1,4,16,12,9,1,0,0,0,2,0
250010105002,840,834,0,0,4,0,0,2,835,829,0,0,4,0,0,2,5,5,0,0,0,0,0,0
250010105003,818,798,10,2,2,0,2,4,815,795,10,2,2,0,2,4,3,3,0,0,0,0,0,0
250010106001,614,603,4,1,2,0,1,3,610,601,4,1,2,0,0,2,4,2,0,0,0,0,1,1
250010106002,807,786,8,4,4,0,1,4,799,781,8,4,4,0,0,2,8,5,0,0,0,0,1,2
250010106003,1125,1044,31,3,4,0,18,25,1093,1028,26,3,4,0,10,22,32,16,5,0,0,0,8,3
250010106004,427,408,11,0,5,0,0,3,421,402,11,0,5,0,0,3,6,6,0,0,0,0,0,0
250010107001,930,895,10,0,8,0,9,8,917,891,10,0,8,0,0,8,13,4,0,0,0,0,9,0
250010107002,837,812,11,1,5,0,5,3,825,801,11,1,5,0,4,3,12,11,0,0,0,0,1,0
250010107003,752,728,9,0,4,0,2,9,727,704,9,0,4,0,1,9,25,24,0,0,0,0,1,0
250010107004,633,609,2,7,4,0,2,9,625,603,2,6,4,0,1,9,8,6,0,1,0,0,1,0
250010108001,863,839,4,0,9,0,3,8,845,822,4,0,8,0,3,8,18,17,0,0,1,0,0,0
250010108002,529,521,2,0,1,0,4,1,527,521,2,0,1,0,2,1,2,0,0,0,0,0,2,0
250010108003,768,729,4,0,21,0,3,11,758,724,3,0,21,0,0,10,10,5,1,0,0,0,3,1
250010108004,702,685,2,5,8,0,0,2,690,674,1,5,8,0,0,2,12,11,1,0,0,0,0,0
250010108005,2016,1952,11,4,7,0,10,32,1989,1939,10,4,6,0,1,29,27,13,1,0,1,0,9,3
250010109001,1826,1762,17,1,9,2,23,12,1773,1721,16,1,9,0,17,9,53,41,1,0,0,2,6,3
250010109002,1043,1013,6,5,9,0,5,5,1025,998,6,3,9,0,5,4,18,15,0,2,0,0,0,1
250010109003,1362,1297,20,0,22,0,1,22,1348,1284,20,0,22,0,1,21,14,13,0,0,0,0,0,1
250010109004,711,698,5,0,2,0,1,5,699,687,5,0,2,0,0,5,12,11,0,0,0,0,1,0
250010110021,673,618,28,0,1,0,21,5,656,607,28,0,1,0,15,5,17,11,0,0,0,0,6,0
250010110022,810,751,28,10,3,2,6,10,805,748,28,8,3,2,6,10,5,3,0,2,0,0,0,0
250010110023,502,467,4,1,3,0,11,16,490,461,4,0,3,0,8,14,12,6,0,1,0,0,3,2
250010110024,2172,1973,28,14,10,0,99,48,2137,1962,28,12,7,0,81,47,35,11,0,2,3,0,18,1
250010111001,979,932,11,3,7,0,7,19,968,922,11,3,7,0,6,19,11,10,0,0,0,0,1,0
250010111002,1070,1026,7,1,12,0,6,18,1057,1019,7,0,12,0,1,18,13,7,0,1,0,0,5,0
250010111003,1531,1434,22,10,21,0,9,35,1498,1411,21,6,21,0,8,31,33,23,1,4,0,0,1,4
250010111004,1114,1019,23,2,5,0,27,38,1097,1016,23,1,5,0,16,36,17,3,0,1,0,0,11,2
250010112001,1149,1095,15,3,8,0,11,17,1141,1091,12,3,8,0,10,17,8,4,3,0,0,0,1,0
250010112002,1126,1063,20,8,8,0,16,11,1104,1048,20,4,8,0,14,10,22,15,0,4,0,0,2,1
250010112003,523,497,3,0,0,0,15,8,521,495,3,0,0,0,15,8,2,2,0,0,0,0,0,0
250010112004,594,569,4,0,5,0,9,7,591,567,3,0,5,0,9,7,3,2,1,0,0,0,0,0
250010113001,639,628,0,2,1,5,1,2,635,625,0,2,1,5,0,2,4,3,0,0,0,0,1,0
250010113002,1220,1176,12,6,4,0,8,14,1194,1160,11,6,4,0,6,7,26,16,1,0,0,0,2,7
250010113003,741,714,7,0,3,3,7,7,732,708,7,0,3,1,6,7,9,6,0,0,0,2,1,0
250010114001,792,777,4,0,2,0,4,5,786,772,4,0,2,0,3,5,6,5,0,0,0,0,1,0
250010114002,1101,1048,13,5,6,0,5,24,1077,1035,9,5,6,0,0,22,24,13,4,0,0,0,5,2
250010114003,429,419,1,0,0,0,4,5,418,413,1,0,0,0,1,3,11,6,0,0,0,0,3,2
250010114004,669,623,20,2,1,1,8,14,633,605,18,1,1,0,0,8,36,18,2,1,0,1,8,6
250010115001,676,646,7,4,2,0,13,4,665,641,5,4,2,0,10,3,11,5,2,0,0,0,3,1
250010115002,1080,980,24,3,10,2,16,45,1064,975,19,3,10,2,16,39,16,5,5,0,0,0,0,6
250010115003,612,584,11,4,1,0,3,9,603,580,11,0,1,0,2,9,9,4,0,4,0,0,1,0
250010115004,867,812,21,1,8,0,12,13,849,805,20,1,8,0,6,9,18,7,1,0,0,0,6,4
250010115005,794,722,35,10,8,0,11,8,762,700,33,5,8,0,9,7,32,22,2,5,0,0,2,1
250010116001,1513,1303,92,9,8,0,36,65,1478,1280,92,9,8,0,30,59,35,23,0,0,0,0,6,6
250010116002,615,549,21,6,3,0,22,14,584,538,16,3,3,0,12,12,31,11,5,3,0,0,10,2
250010116003,582,539,13,5,0,0,10,15,580,537,13,5,0,0,10,15,2,2,0,0,0,0,0,0
250010117001,639,617,6,1,2,0,4,9,621,606,5,1,2,0,2,5,18,11,1,0,0,0,2,4
250010117002,491,459,7,0,9,1,12,3,489,459,7,0,9,1,10,3,2,0,0,0,0,0,2,0
250010117003,747,693,8,11,13,0,8,14,731,678,8,11,13,0,8,13,16,15,0,0,0,0,0,1
250010118011,1480,1455,1,4,13,1,0,6,1469,1444,1,4,13,1,0,6,11,11,0,0,0,0,0,0
250010118012,923,903,7,3,4,0,2,4,915,895,7,3,4,0,2,4,8,8,0,0,0,0,0,0
250010118021,834,809,2,5,5,0,5,8,826,805,2,5,5,0,2,7,8,4,0,0,0,0,3,1
250010118022,844,796,7,0,12,0,6,23,834,791,6,0,12,0,2,23,10,5,1,0,0,0,4,0
250010118023,1439,1375,18,3,13,0,14,16,1418,1363,18,1,13,0,9,14,21,12,0,2,0,0,5,2
250010118024,1138,1086,11,1,9,0,16,15,1120,1075,10,1,9,0,13,12,18,11,1,0,0,0,3,3
250010120011,1583,1528,8,8,11,0,11,17,1560,1516,7,8,11,0,7,11,23,12,1,0,0,0,4,6
250010120012,1505,1404,76,0,0,0,10,15,1470,1377,75,0,0,0,4,14,35,27,1,0,0,0,6,1
250010120013,1259,1124,31,0,36,0,41,27,1218,1108,28,0,36,0,24,22,41,16,3,0,0,0,17,5
250010120014,1385,1315,16,2,7,0,21,24,1361,1304,9,2,7,0,16,23,24,11,7,0,0,0,5,1
250010120021,1200,1057,38,7,28,0,28,42,1132,1020,31,0,28,0,19,34,68,37,7,7,0,0,9,8
250010120022,1112,1018,21,3,26,0,16,28,1079,1000,21,3,24,0,10,21,33,18,0,0,2,0,6,7
250010120023,695,601,26,4,21,0,21,22,675,591,26,4,21,0,14,19,20,10,0,0,0,0,7,3
250010121011,1621,1496,35,11,24,1,28,26,1579,1477,33,10,24,1,16,18,42,19,2,1,0,0,12,8
250010121012,1047,917,35,3,13,0,33,46,1002,892,34,3,12,0,21,40,45,25,1,0,1,0,12,6
250010121013,874,839,7,4,0,0,15,9,856,829,7,4,0,0,9,7,18,10,0,0,0,0,6,2
250010121014,764,636,48,5,0,0,39,36,717,621,41,5,0,0,21,29,47,15,7,0,0,0,18,7
250010121015,1033,902,19,2,6,0,56,48,998,894,19,2,6,0,35,42,35,8,0,0,0,0,21,6
250010121021,811,739,23,2,12,1,11,23,782,719,20,2,11,1,8,21,29,20,3,0,1,0,3,2
250010121022,683,644,8,1,2,0,12,16,658,624,7,0,2,0,9,16,25,20,1,1,0,0,3,0
250010121023,698,629,18,0,7,0,27,17,678,611,18,0,7,0,25,17,20,18,0,0,0,0,2,0
250010121024,865,758,31,4,13,0,26,33,825,742,28,2,13,0,15,25,40,16,3,2,0,0,11,8
250010122001,1369,1338,10,1,6,0,2,12,1363,1335,10,0,6,0,0,12,6,3,0,1,0,0,2,0
250010122002,836,809,4,0,10,0,1,12,828,801,4,0,10,0,1,12,8,8,0,0,0,0,0,0
250010122003,2257,2141,18,8,30,3,15,42,2231,2130,18,8,30,1,8,36,26,11,0,0,0,2,7,6
250010122004,584,564,6,1,8,0,2,3,581,563,6,1,8,0,1,2,3,1,0,0,0,0,1,1
250010125021,638,595,18,4,4,0,8,9,628,590,18,4,3,0,5,8,10,5,0,0,1,0,3,1
250010125022,826,693,51,8,5,0,35,34,796,670,48,8,5,0,32,33,30,23,3,0,0,0,3,1
250010125023,885,735,27,10,24,0,63,26,831,710,24,10,24,0,40,23,54,25,3,0,0,0,23,3
250010125024,731,606,31,2,16,1,46,29,691,577,29,2,16,1,40,26,40,29,2,0,0,0,6,3
250010126011,1865,1609,60,5,69,7,52,63,1766,1535,55,5,69,6,35,61,99,74,5,0,0,1,17,2
250010126012,1012,835,64,15,10,1,42,45,963,805,61,11,9,1,32,44,49,30,3,4,1,0,10,1
250010126021,1298,1004,90,20,19,0,82,83,1221,964,86,19,19,0,53,80,77,40,4,1,0,0,29,3
250010126022,1403,1011,117,14,16,0,141,104,1245,924,111,13,16,0,87,94,158,87,6,1,0,0,54,10
250010126023,1221,878,120,27,19,0,72,105,1116,821,119,21,19,0,44,92,105,57,1,6,0,0,28,13
250010126024,993,752,94,21,22,1,39,64,923,700,91,19,22,0,30,61,70,52,3,2,0,1,9,3
250010127001,1398,1273,30,11,24,0,32,28,1382,1259,30,11,24,0,30,28,16,14,0,0,0,0,2,0
250010127002,1015,938,29,0,6,1,23,18,984,923,28,0,6,0,12,15,31,15,1,0,0,1,11,3
250010127003,760,739,3,7,5,0,2,4,739,721,3,4,5,0,2,4,21,18,0,3,0,0,0,0
250010127004,1389,1238,29,7,18,0,54,43,1344,1208,25,7,18,0,44,42,45,30,4,0,0,0,10,1
250010128001,911,866,10,1,6,0,8,20,894,857,10,0,6,0,3,18,17,9,0,1,0,0,5,2
250010128002,1139,1056,23,0,18,1,16,25,1116,1038,23,0,18,1,14,22,23,18,0,0,0,0,2,3
250010128003,1873,1761,29,0,12,0,29,42,1841,1743,26,0,12,0,27,33,32,18,3,0,0,0,2,9
250010129001,1117,1014,12,8,7,0,38,38,1089,1001,11,6,7,0,33,31,28,13,1,2,0,0,5,7
250010129002,1395,1289,26,4,25,5,37,9,1371,1280,25,4,25,5,23,9,24,9,1,0,0,0,14,0
250010129003,1623,1539,25,1,13,0,14,31,1603,1523,25,1,13,0,14,27,20,16,0,0,0,0,0,4
250010130021,506,486,5,0,8,0,0,7,503,483,5,0,8,0,0,7,3,3,0,0,0,0,0,0
250010130022,494,483,1,1,3,0,3,3,489,478,1,1,3,0,3,3,5,5,0,0,0,0,0,0
250010130023,870,816,10,1,2,0,12,29,854,812,8,1,2,0,8,23,16,4,2,0,0,0,4,6
250010130024,1029,975,9,2,6,0,16,21,1017,965,9,2,6,0,15,20,12,10,0,0,0,0,1,1
250010131001,1236,1173,12,4,13,0,5,29,1219,1159,12,3,13,0,4,28,17,14,0,1,0,0,1,1
250010131002,2292,2144,39,13,18,0,25,53,2239,2106,36,11,18,0,18,50,53,38,3,2,0,0,7,3
250010131003,685,668,1,3,4,0,2,7,684,668,1,3,4,0,2,6,1,0,0,0,0,0,0,1
250010131004,1722,1626,19,16,14,1,12,34,1677,1596,16,16,14,1,5,29,45,30,3,0,0,0,7,5
250010132001,1152,1131,10,0,4,0,2,5,1145,1124,10,0,4,0,2,5,7,7,0,0,0,0,0,0
250010132002,2474,2310,36,20,17,0,27,64,2408,2270,32,19,17,0,20,50,66,40,4,1,0,0,7,14
250010132003,1157,1128,11,1,4,0,4,9,1142,1119,9,1,4,0,1,8,15,9,2,0,0,0,3,1
250010133001,882,857,5,1,9,0,5,5,877,853,5,1,9,0,4,5,5,4,0,0,0,0,1,0
250010133002,961,930,4,0,13,4,1,9,952,922,3,0,13,4,1,9,9,8,1,0,0,0,0,0
250010133003,1375,1340,3,0,20,0,10,2,1361,1332,2,0,20,0,5,2,14,8,1,0,0,0,5,0
250010134001,822,812,2,2,1,0,0,5,815,805,2,2,1,0,0,5,7,7,0,0,0,0,0,0
250010134002,791,783,0,0,4,0,0,4,787,780,0,0,4,0,0,3,4,3,0,0,0,0,0,1
250010134003,1707,1658,6,2,20,0,1,20,1678,1642,6,1,20,0,0,9,29,16,0,1,0,0,1,11
250010134004,843,825,1,0,3,0,4,10,839,824,1,0,3,0,4,7,4,1,0,0,0,0,0,3
250010135001,1752,1709,9,1,23,0,5,5,1738,1697,8,1,23,0,4,5,14,12,1,0,0,0,1,0
250010135002,1321,1276,2,8,16,0,1,18,1308,1270,2,3,16,0,1,16,13,6,0,5,0,0,0,2
250010135003,2839,2720,6,9,37,0,18,49,2796,2696,5,9,36,0,7,43,43,24,1,0,1,0,11,6
250010135004,1028,991,4,0,24,0,1,8,1017,982,4,0,24,0,0,7,11,9,0,0,0,0,1,1
250010136001,2828,2720,9,5,27,1,18,48,2777,2687,9,5,27,1,3,45,51,33,0,0,0,0,15,3
250010136002,2389,2280,26,18,34,0,10,21,2341,2248,22,17,33,0,5,16,48,32,4,1,1,0,5,5
250010136003,1117,1078,1,5,15,0,3,15,1096,1062,1,5,15,0,0,13,21,16,0,0,0,0,3,2
250010137001,1411,1320,11,11,4,1,19,45,1381,1306,11,11,4,1,11,37,30,14,0,0,0,0,8,8
250010137002,772,728,8,2,5,0,8,21,766,722,8,2,5,0,8,21,6,6,0,0,0,0,0,0
250010137003,988,933,10,0,14,0,10,21,979,925,10,0,14,0,10,20,9,8,0,0,0,0,0,1
250010137004,1740,1637,17,17,22,0,18,29,1705,1616,17,16,22,0,6,28,35,21,0,1,0,0,12,1
250010138001,2538,2371,25,14,48,0,31,49,2483,2347,22,14,47,0,12,41,55,24,3,0,1,0,19,8
250010138002,1341,1294,5,3,15,1,5,18,1325,1284,5,3,15,0,3,15,16,10,0,0,0,1,2,3
250010138003,961,863,25,6,16,1,12,38,937,844,25,5,16,0,9,38,24,19,0,1,0,1,3,0
250010139001,556,536,7,3,3,0,0,7,555,536,7,2,3,0,0,7,1,0,0,1,0,0,0,0
250010139002,1371,1306,13,8,11,0,10,23,1366,1303,11,8,11,0,10,23,5,3,2,0,0,0,0,0
250010139003,1766,1671,12,5,16,4,14,44,1745,1660,11,2,16,4,12,40,21,11,1,3,0,0,2,4
250010139004,1138,1042,7,13,34,0,10,32,1125,1034,7,13,34,0,9,28,13,8,0,0,0,0,1,4
250010140021,938,929,1,0,2,0,4,2,929,920,1,0,2,0,4,2,9,9,0,0,0,0,0,0
250010140022,1748,1622,41,9,20,1,10,45,1727,1605,40,8,20,1,9,44,21,17,1,1,0,0,1,1
250010140023,751,708,18,5,10,0,3,7,743,703,15,5,10,0,3,7,8,5,3,0,0,0,0,0
250010140024,616,569,4,0,2,0,18,23,606,567,4,0,2,0,15,18,10,2,0,0,0,0,3,5
250010141001,1141,958,96,10,12,0,36,29,1047,908,93,9,11,0,5,21,94,50,3,1,1,0,31,8
250010143001,747,719,9,0,6,0,1,12,744,716,9,0,6,0,1,12,3,3,0,0,0,0,0,0
250010143002,864,812,14,3,11,0,12,12,853,805,14,3,11,0,11,9,11,7,0,0,0,0,1,3
250010143003,603,580,5,6,6,0,6,0,590,570,5,5,6,0,4,0,13,10,0,1,0,0,2,0
250010143004,1075,1026,6,0,12,1,9,21,1068,1022,6,0,12,1,7,20,7,4,0,0,0,0,2,1
250010143005,1095,1067,5,4,6,0,2,11,1079,1053,4,4,6,0,1,11,16,14,1,0,0,0,1,0
250010144021,2180,1944,54,14,29,6,61,72,2139,1914,54,14,29,6,55,67,41,30,0,0,0,0,6,5
250010144022,2199,2079,18,7,34,0,18,43,2173,2061,18,7,34,0,14,39,26,18,0,0,0,0,4,4
250010144023,2568,2349,69,14,19,1,36,80,2512,2312,67,12,19,1,24,77,56,37,2,2,0,0,12,3
250010145001,1624,1447,36,23,7,0,55,56,1586,1427,34,19,7,0,48,51,38,20,2,4,0,0,7,5
250010145002,2409,2201,53,13,15,0,39,88,2349,2173,52,11,15,0,21,77,60,28,1,2,0,0,18,11
250010145003,1362,1230,16,5,16,0,29,66,1321,1210,15,4,16,0,16,60,41,20,1,1,0,0,13,6
250010146001,1078,948,38,8,24,2,16,42,1052,942,35,5,24,2,14,30,26,6,3,3,0,0,2,12
250010146002,1279,1070,44,15,21,0,44,85,1243,1046,42,14,21,0,39,81,36,24,2,1,0,0,5,4
250010146003,551,506,13,9,6,0,4,13,550,506,13,9,6,0,4,12,1,0,0,0,0,0,0,1
250010146004,1222,1165,26,4,6,1,4,16,1196,1142,25,3,6,1,4,15,26,23,1,1,0,0,0,1
250010147001,672,636,6,1,15,0,4,10,662,626,6,1,15,0,4,10,10,10,0,0,0,0,0,0
250010147002,1211,1137,17,6,20,0,14,17,1198,1127,16,5,20,0,14,16,13,10,1,1,0,0,0,1
250010147003,1807,1605,44,23,16,0,50,69,1768,1573,44,20,16,0,48,67,39,32,0,3,0,0,2,2
250010148001,831,773,13,6,14,0,10,15,822,767,12,5,14,0,10,14,9,6,1,1,0,0,0,1
250010148002,716,686,6,3,6,0,3,12,709,681,6,3,6,0,2,11,7,5,0,0,0,0,1,1
